match_key,season_key,venue_key,date_key,home_team_key,away_team_key,round,roundname,home_goals,home_behinds,home_total_score,away_goals,away_behinds,away_total_score,winning_team_key,margin,is_final,is_grand_final,attendance
2761,4,7,1260,9.0,6.0,11,Round 11,7.0,4.0,46,6.0,17.0,53,6.0,7,0,0,
2762,4,21,1260,17.0,5.0,11,Round 11,14.0,12.0,96,6.0,10.0,46,17.0,50,0,0,
2766,4,15,1260,12.0,16.0,11,Round 11,10.0,15.0,75,14.0,7.0,91,16.0,16,0,0,
2767,4,12,1261,4.0,7.0,11,Round 11,18.0,11.0,119,11.0,11.0,77,4.0,42,0,0,
2768,4,15,1261,15.0,11.0,11,Round 11,12.0,13.0,85,12.0,11.0,83,15.0,2,0,0,
2769,4,3,1265,1.0,10.0,12,Round 12,12.0,13.0,85,17.0,12.0,114,10.0,29,0,0,
2770,4,12,1266,14.0,17.0,12,Round 12,10.0,10.0,70,13.0,12.0,90,17.0,20,0,0,
2771,4,12,1267,3.0,13.0,12,Round 12,17.0,8.0,110,16.0,10.0,106,3.0,4,0,0,
2772,4,22,1267,7.0,12.0,12,Round 12,8.0,13.0,61,18.0,9.0,117,12.0,56,0,0,
2773,4,15,1267,18.0,2.0,12,Round 12,22.0,14.0,146,11.0,8.0,74,18.0,72,0,0,
2774,4,9,1268,8.0,11.0,12,Round 12,13.0,11.0,89,18.0,5.0,113,11.0,24,0,0,
2775,4,21,1272,6.0,4.0,13,Round 13,12.0,8.0,80,11.0,7.0,73,6.0,7,0,0,
2776,4,19,1273,16.0,14.0,13,Round 13,11.0,11.0,77,14.0,11.0,95,14.0,18,0,0,
2777,4,12,1274,10.0,5.0,13,Round 13,16.0,18.0,114,11.0,10.0,76,10.0,38,0,0,
2778,4,24,1274,2.0,1.0,13,Round 13,10.0,9.0,69,11.0,16.0,82,1.0,13,0,0,
2779,4,15,1274,15.0,18.0,13,Round 13,7.0,14.0,56,9.0,8.0,62,18.0,6,0,0,
2780,4,15,1275,3.0,9.0,13,Round 13,14.0,19.0,103,9.0,15.0,69,3.0,34,0,0,
2781,4,19,1279,16.0,13.0,14,Round 14,14.0,10.0,94,12.0,12.0,84,16.0,10,0,0,
2782,4,12,1280,4.0,10.0,14,Round 14,12.0,19.0,91,15.0,11.0,101,10.0,10,0,0,
2796,4,12,1281,14.0,7.0,14,Round 14,10.0,18.0,78,10.0,9.0,69,14.0,9,0,0,
2797,4,7,1281,9.0,12.0,14,Round 14,19.0,11.0,125,10.0,10.0,70,9.0,55,0,0,
2798,4,15,1281,18.0,3.0,14,Round 14,9.0,10.0,64,7.0,11.0,53,18.0,11,0,0,
2799,4,23,1281,11.0,17.0,14,Round 14,9.0,6.0,60,16.0,18.0,114,17.0,54,0,0,
2800,4,15,1282,5.0,15.0,14,Round 14,8.0,4.0,52,25.0,12.0,162,15.0,110,0,0,
2801,4,21,1282,6.0,2.0,14,Round 14,13.0,6.0,84,7.0,6.0,48,6.0,36,0,0,
2802,4,3,1286,13.0,4.0,15,Round 15,9.0,12.0,66,9.0,9.0,63,13.0,3,0,0,
2812,4,12,1287,14.0,3.0,15,Round 15,10.0,11.0,71,5.0,11.0,41,14.0,30,0,0,
2813,4,12,1288,5.0,11.0,15,Round 15,10.0,9.0,69,7.0,18.0,60,5.0,9,0,0,
2814,4,8,1288,18.0,9.0,15,Round 15,14.0,11.0,95,11.0,7.0,73,18.0,22,0,0,
2815,4,15,1288,12.0,8.0,15,Round 15,18.0,12.0,120,11.0,13.0,79,12.0,41,0,0,
2816,4,21,1288,17.0,1.0,15,Round 15,22.0,15.0,147,14.0,7.0,91,17.0,56,0,0,
2817,4,22,1289,7.0,15.0,15,Round 15,12.0,12.0,84,6.0,13.0,49,7.0,35,0,0,
2818,4,27,1289,10.0,6.0,15,Round 15,17.0,13.0,115,6.0,7.0,43,10.0,72,0,0,
2819,4,24,1289,2.0,16.0,15,Round 15,7.0,7.0,49,10.0,10.0,70,16.0,21,0,0,
2820,4,15,1294,12.0,5.0,16,Round 16,14.0,9.0,93,9.0,14.0,68,12.0,25,0,0,
2821,4,9,1295,8.0,18.0,16,Round 16,10.0,12.0,72,9.0,10.0,64,8.0,8,0,0,
2822,4,7,1295,9.0,7.0,16,Round 16,12.0,7.0,79,13.0,16.0,94,7.0,15,0,0,
2835,4,15,1295,4.0,17.0,16,Round 16,7.0,14.0,56,11.0,21.0,87,17.0,31,0,0,
2836,4,20,1295,16.0,10.0,16,Round 16,7.0,15.0,57,23.0,8.0,146,10.0,89,0,0,
2837,4,21,1295,6.0,3.0,16,Round 16,13.0,17.0,95,8.0,5.0,53,6.0,42,0,0,
2838,4,12,1296,11.0,2.0,16,Round 16,8.0,12.0,60,4.0,12.0,36,11.0,24,0,0,
2839,4,3,1296,13.0,1.0,16,Round 16,17.0,11.0,113,18.0,8.0,116,1.0,3,0,0,
2840,4,15,1296,15.0,14.0,16,Round 16,10.0,13.0,73,13.0,11.0,89,14.0,16,0,0,
2841,4,15,1301,3.0,10.0,17,Round 17,4.0,11.0,35,27.0,11.0,173,10.0,138,0,0,
2842,4,13,1302,7.0,8.0,17,Round 17,6.0,6.0,42,9.0,15.0,69,8.0,27,0,0,
2847,4,3,1302,1.0,9.0,17,Round 17,19.0,11.0,125,12.0,8.0,80,1.0,45,0,0,
2848,4,12,1302,14.0,6.0,17,Round 17,10.0,18.0,78,12.0,10.0,82,6.0,4,0,0,
2849,4,24,1302,2.0,12.0,17,Round 17,5.0,8.0,38,16.0,14.0,110,12.0,72,0,0,
2850,4,15,1302,5.0,13.0,17,Round 17,17.0,14.0,116,20.0,9.0,129,13.0,13,0,0,
2851,4,15,1303,18.0,4.0,17,Round 17,15.0,14.0,104,13.0,8.0,86,18.0,18,0,0,
2852,4,12,1303,11.0,15.0,17,Round 17,6.0,10.0,46,12.0,11.0,83,15.0,37,0,0,
2853,4,21,1303,17.0,16.0,17,Round 17,15.0,13.0,103,7.0,9.0,51,17.0,52,0,0,
2854,4,12,1308,10.0,14.0,18,Round 18,7.0,11.0,53,10.0,11.0,71,14.0,18,0,0,
2855,4,9,1309,8.0,2.0,18,Round 18,17.0,11.0,113,8.0,9.0,57,8.0,56,0,0,
2856,4,12,1309,4.0,11.0,18,Round 18,7.0,12.0,54,13.0,13.0,91,11.0,37,0,0,
2857,4,19,1309,16.0,1.0,18,Round 18,17.0,15.0,117,9.0,11.0,65,16.0,52,0,0,
2858,4,15,1309,3.0,12.0,18,Round 18,8.0,6.0,54,18.0,10.0,118,12.0,64,0,0,
2859,4,7,1309,9.0,17.0,18,Round 18,12.0,11.0,83,11.0,17.0,83,,0,0,0,
2860,4,3,1310,13.0,15.0,18,Round 18,17.0,10.0,112,6.0,13.0,49,13.0,63,0,0,
2861,4,15,1310,5.0,18.0,18,Round 18,5.0,10.0,40,19.0,13.0,127,18.0,87,0,0,
2862,4,21,1310,6.0,7.0,18,Round 18,12.0,12.0,84,9.0,9.0,63,6.0,21,0,0,
2872,4,3,1315,1.0,14.0,19,Round 19,11.0,22.0,88,8.0,4.0,52,1.0,36,0,0,
2873,4,12,1316,4.0,3.0,19,Round 19,16.0,9.0,105,13.0,9.0,87,4.0,18,0,0,
2874,4,15,1316,18.0,13.0,19,Round 19,19.0,14.0,128,9.0,10.0,64,18.0,64,0,0,
2875,4,24,1316,2.0,9.0,19,Round 19,14.0,16.0,100,17.0,12.0,114,9.0,14,0,0,
2876,4,9,1316,8.0,16.0,19,Round 19,14.0,11.0,95,9.0,9.0,63,8.0,32,0,0,
2877,4,21,1316,17.0,10.0,19,Round 19,11.0,8.0,74,13.0,10.0,88,10.0,14,0,0,
2878,4,12,1317,11.0,12.0,19,Round 19,14.0,8.0,92,19.0,13.0,127,12.0,35,0,0,
2879,4,22,1317,7.0,5.0,19,Round 19,14.0,9.0,93,8.0,13.0,61,7.0,32,0,0,
2880,4,15,1317,15.0,6.0,19,Round 19,8.0,11.0,59,15.0,6.0,96,6.0,37,0,0,
2881,4,19,1322,16.0,4.0,20,Round 20,13.0,9.0,87,10.0,16.0,76,16.0,11,0,0,
2882,4,15,1323,5.0,1.0,20,Round 20,8.0,11.0,59,27.0,9.0,171,1.0,112,0,0,
2893,4,5,1323,12.0,15.0,20,Round 20,18.0,12.0,120,11.0,17.0,83,12.0,37,0,0,
2894,4,3,1323,13.0,7.0,20,Round 20,16.0,15.0,111,13.0,12.0,90,13.0,21,0,0,
2896,4,24,1323,2.0,3.0,20,Round 20,20.0,11.0,131,9.0,13.0,67,2.0,64,0,0,
2895,4,12,1323,8.0,10.0,20,Round 20,12.0,13.0,85,19.0,7.0,121,10.0,36,0,0,
2897,4,12,1324,14.0,9.0,20,Round 20,22.0,6.0,138,8.0,7.0,55,14.0,83,0,0,
2898,4,15,1324,18.0,11.0,20,Round 20,24.0,9.0,153,8.0,7.0,55,18.0,98,0,0,
2899,4,21,1324,6.0,17.0,20,Round 20,11.0,14.0,80,15.0,14.0,104,17.0,24,0,0,
2900,4,15,1329,10.0,13.0,21,Round 21,13.0,8.0,86,16.0,12.0,108,13.0,22,0,0,
2901,4,12,1330,4.0,14.0,21,Round 21,7.0,14.0,56,23.0,9.0,147,14.0,91,0,0,
2902,4,22,1330,7.0,16.0,21,Round 21,6.0,8.0,44,20.0,13.0,133,16.0,89,0,0,
2906,4,7,1330,9.0,5.0,21,Round 21,14.0,13.0,97,14.0,11.0,95,9.0,2,0,0,
2907,4,15,1330,15.0,8.0,21,Round 21,14.0,13.0,97,15.0,7.0,97,,0,0,0,
2908,4,3,1330,1.0,2.0,21,Round 21,20.0,11.0,131,6.0,8.0,44,1.0,87,0,0,
2909,4,15,1331,12.0,6.0,21,Round 21,14.0,10.0,94,12.0,11.0,83,12.0,11,0,0,
2910,4,12,1331,3.0,11.0,21,Round 21,12.0,6.0,78,7.0,13.0,55,3.0,23,0,0,
2911,4,21,1331,17.0,18.0,21,Round 21,25.0,12.0,162,13.0,7.0,85,17.0,77,0,0,
2912,4,12,1336,8.0,4.0,22,Round 22,9.0,8.0,62,17.0,8.0,110,4.0,48,0,0,
2913,4,22,1337,7.0,3.0,22,Round 22,20.0,12.0,132,7.0,9.0,51,7.0,81,0,0,
2914,4,27,1337,10.0,2.0,22,Round 22,21.0,8.0,134,9.0,8.0,62,10.0,72,0,0,
2915,4,15,1337,12.0,18.0,22,Round 22,10.0,13.0,73,14.0,12.0,96,18.0,23,0,0,
2916,4,12,1337,5.0,14.0,22,Round 22,7.0,5.0,47,10.0,14.0,74,14.0,27,0,0,
2917,4,7,1337,9.0,13.0,22,Round 22,7.0,9.0,51,12.0,16.0,88,13.0,37,0,0,
2918,4,3,1338,1.0,17.0,22,Round 22,19.0,12.0,126,10.0,9.0,69,1.0,57,0,0,
2919,4,15,1338,15.0,16.0,22,Round 22,4.0,14.0,38,20.0,15.0,135,16.0,97,0,0,
2920,4,21,1338,6.0,11.0,22,Round 22,17.0,6.0,108,8.0,6.0,54,6.0,54,0,0,
2921,4,15,1343,14.0,12.0,23,Round 23,16.0,12.0,108,10.0,7.0,67,14.0,41,0,0,
2922,4,9,1344,8.0,1.0,23,Round 23,17.0,17.0,119,11.0,14.0,80,8.0,39,0,0,
2934,4,24,1344,2.0,18.0,23,Round 23,19.0,16.0,130,19.0,8.0,122,2.0,8,0,0,
2935,4,3,1344,13.0,6.0,23,Round 23,18.0,14.0,122,8.0,5.0,53,13.0,69,0,0,
2936,4,12,1344,10.0,3.0,23,Round 23,17.0,11.0,113,8.0,8.0,56,10.0,57,0,0,
2937,4,19,1344,16.0,9.0,23,Round 23,19.0,13.0,127,9.0,10.0,64,16.0,63,0,0,
2938,4,21,1344,17.0,15.0,23,Round 23,18.0,17.0,125,4.0,6.0,30,17.0,95,0,0,
2939,4,15,1345,11.0,7.0,23,Round 23,15.0,13.0,103,11.0,11.0,77,11.0,26,0,0,
2940,4,12,1345,4.0,5.0,23,Round 23,14.0,8.0,92,14.0,11.0,95,5.0,3,0,0,
2941,4,21,1350,17.0,10.0,24,Finals Week 1,14.0,12.0,96,9.0,10.0,64,17.0,32,3,0,
2942,4,21,1351,6.0,16.0,24,Finals Week 1,10.0,9.0,69,7.0,18.0,60,6.0,9,3,0,
2945,4,12,1351,18.0,1.0,24,Finals Week 1,14.0,18.0,102,16.0,13.0,109,1.0,7,2,0,
2946,4,12,1352,14.0,12.0,24,Finals Week 1,14.0,4.0,88,15.0,15.0,105,12.0,17,2,0,
2947,4,12,1357,10.0,1.0,25,Semi-Finals,21.0,9.0,135,8.0,13.0,61,10.0,74,4,0,
2948,4,20,1358,16.0,12.0,25,Semi-Finals,7.0,9.0,51,11.0,11.0,77,12.0,26,4,0,
2949,4,21,1364,6.0,10.0,26,Preliminary Finals,10.0,7.0,67,15.0,4.0,94,10.0,27,5,0,
2950,4,21,1365,17.0,12.0,26,Preliminary Finals,10.0,20.0,80,7.0,13.0,55,17.0,25,5,0,
2951,4,12,1372,10.0,17.0,27,Grand Final,16.0,11.0,107,8.0,13.0,61,10.0,46,6,1,
690,5,12,1545,14.0,3.0,1,Round 1,14.0,8.0,92,12.0,11.0,83,14.0,9,0,0,
691,5,12,1547,11.0,7.0,1,Round 1,12.0,8.0,80,10.0,18.0,78,11.0,2,0,0,
692,5,7,1547,9.0,5.0,1,Round 1,17.0,19.0,121,9.0,6.0,60,9.0,61,0,0,
694,5,15,1547,12.0,1.0,1,Round 1,16.0,11.0,107,14.0,13.0,97,12.0,10,0,0,
693,5,19,1547,16.0,4.0,1,Round 1,18.0,25.0,133,7.0,11.0,53,16.0,80,0,0,
695,5,15,1548,18.0,6.0,1,Round 1,15.0,13.0,103,5.0,8.0,38,18.0,65,0,0,
702,5,3,1548,13.0,15.0,1,Round 1,20.0,13.0,133,15.0,10.0,100,13.0,33,0,0,
703,5,21,1548,17.0,2.0,1,Round 1,26.0,10.0,166,15.0,12.0,102,17.0,64,0,0,
704,5,12,1549,8.0,10.0,1,Round 1,18.0,8.0,116,12.0,14.0,86,8.0,30,0,0,
705,5,12,1553,4.0,14.0,2,Round 2,13.0,9.0,87,12.0,14.0,86,4.0,1,0,0,
706,5,3,1554,1.0,13.0,2,Round 2,22.0,12.0,144,11.0,20.0,86,1.0,58,0,0,
718,5,12,1554,5.0,11.0,2,Round 2,11.0,14.0,80,10.0,7.0,67,5.0,13,0,0,
719,5,24,1554,2.0,12.0,2,Round 2,11.0,17.0,83,17.0,15.0,117,12.0,34,0,0,
721,5,21,1554,6.0,9.0,2,Round 2,14.0,16.0,100,19.0,12.0,126,9.0,26,0,0,
720,5,15,1554,15.0,18.0,2,Round 2,5.0,6.0,36,13.0,15.0,93,18.0,57,0,0,
722,5,13,1555,7.0,8.0,2,Round 2,13.0,11.0,89,11.0,10.0,76,7.0,13,0,0,
723,5,12,1555,10.0,17.0,2,Round 2,14.0,15.0,99,7.0,11.0,53,10.0,46,0,0,
724,5,15,1555,3.0,16.0,2,Round 2,10.0,11.0,71,20.0,11.0,131,16.0,60,0,0,
725,5,3,1560,13.0,5.0,3,Round 3,17.0,10.0,112,7.0,9.0,51,13.0,61,0,0,
726,5,12,1561,15.0,4.0,3,Round 3,18.0,11.0,119,14.0,6.0,90,15.0,29,0,0,
738,5,15,1561,14.0,1.0,3,Round 3,13.0,14.0,92,19.0,14.0,128,1.0,36,0,0,
739,5,19,1561,16.0,7.0,3,Round 3,14.0,9.0,93,10.0,8.0,68,16.0,25,0,0,
741,5,21,1561,17.0,6.0,3,Round 3,12.0,20.0,92,8.0,11.0,59,17.0,33,0,0,
740,5,7,1561,9.0,3.0,3,Round 3,13.0,17.0,95,5.0,11.0,41,9.0,54,0,0,
742,5,5,1562,12.0,11.0,3,Round 3,21.0,10.0,136,20.0,11.0,131,12.0,5,0,0,
743,5,15,1562,18.0,10.0,3,Round 3,13.0,12.0,90,14.0,9.0,93,10.0,3,0,0,
744,5,9,1562,8.0,2.0,3,Round 3,18.0,17.0,125,7.0,14.0,56,8.0,69,0,0,
745,5,21,1567,17.0,14.0,4,Round 4,18.0,17.0,125,9.0,3.0,57,17.0,68,0,0,
746,5,12,1568,5.0,8.0,4,Round 4,6.0,6.0,42,9.0,18.0,72,8.0,30,0,0,
757,5,26,1568,10.0,15.0,4,Round 4,13.0,9.0,87,13.0,6.0,84,10.0,3,0,0,
758,5,24,1568,2.0,9.0,4,Round 4,14.0,23.0,107,14.0,10.0,94,2.0,13,0,0,
760,5,3,1568,1.0,16.0,4,Round 4,16.0,17.0,113,15.0,13.0,103,1.0,10,0,0,
759,5,15,1568,3.0,18.0,4,Round 4,7.0,7.0,49,13.0,7.0,85,18.0,36,0,0,
761,5,13,1569,7.0,13.0,4,Round 4,22.0,19.0,151,9.0,11.0,65,7.0,86,0,0,
762,5,12,1569,4.0,11.0,4,Round 4,9.0,13.0,67,16.0,6.0,102,11.0,35,0,0,
763,5,15,1569,12.0,6.0,4,Round 4,20.0,12.0,132,14.0,17.0,101,12.0,31,0,0,
764,5,12,1574,10.0,1.0,5,Round 5,17.0,10.0,112,17.0,7.0,109,10.0,3,0,0,
765,5,19,1575,16.0,17.0,5,Round 5,12.0,16.0,88,7.0,7.0,49,16.0,39,0,0,
766,5,7,1575,9.0,12.0,5,Round 5,11.0,15.0,81,18.0,11.0,119,12.0,38,0,0,
771,5,3,1575,13.0,8.0,5,Round 5,8.0,11.0,59,16.0,11.0,107,8.0,48,0,0,
770,5,15,1575,18.0,2.0,5,Round 5,17.0,18.0,120,10.0,7.0,67,18.0,53,0,0,
772,5,15,1576,15.0,7.0,5,Round 5,12.0,7.0,79,19.0,12.0,126,7.0,47,0,0,
773,5,21,1576,6.0,3.0,5,Round 5,9.0,14.0,68,10.0,12.0,72,3.0,4,0,0,
774,5,12,1576,11.0,14.0,5,Round 5,20.0,9.0,129,14.0,12.0,96,11.0,33,0,0,
775,5,12,1577,4.0,5.0,5,Round 5,22.0,10.0,142,11.0,7.0,73,4.0,69,0,0,
776,5,15,1581,12.0,18.0,6,Round 6,9.0,7.0,61,6.0,9.0,45,12.0,16,0,0,
778,5,3,1582,1.0,6.0,6,Round 6,14.0,13.0,97,8.0,16.0,64,1.0,33,0,0,
777,5,15,1582,11.0,15.0,6,Round 6,15.0,6.0,96,20.0,15.0,135,15.0,39,0,0,
779,5,22,1582,7.0,10.0,6,Round 6,24.0,14.0,158,12.0,11.0,83,7.0,75,0,0,
781,5,9,1582,8.0,9.0,6,Round 6,25.0,18.0,168,7.0,6.0,48,8.0,120,0,0,
780,5,12,1582,14.0,13.0,6,Round 6,8.0,11.0,59,13.0,16.0,94,13.0,35,0,0,
782,5,24,1583,2.0,16.0,6,Round 6,14.0,10.0,94,15.0,7.0,97,16.0,3,0,0,
784,5,21,1583,17.0,4.0,6,Round 6,18.0,16.0,124,9.0,8.0,62,17.0,62,0,0,
783,5,12,1583,3.0,5.0,6,Round 6,10.0,12.0,72,8.0,9.0,57,3.0,15,0,0,
785,5,12,1588,14.0,10.0,7,Round 7,13.0,12.0,90,21.0,10.0,136,10.0,46,0,0,
786,5,12,1589,4.0,3.0,7,Round 7,12.0,12.0,84,15.0,9.0,99,3.0,15,0,0,
798,5,9,1589,8.0,17.0,7,Round 7,18.0,15.0,123,12.0,7.0,79,8.0,44,0,0,
799,5,19,1589,16.0,5.0,7,Round 7,20.0,15.0,135,7.0,12.0,54,16.0,81,0,0,
800,5,7,1589,9.0,11.0,7,Round 7,14.0,3.0,87,24.0,16.0,160,11.0,73,0,0,
802,5,21,1589,6.0,7.0,7,Round 7,11.0,11.0,77,14.0,11.0,95,7.0,18,0,0,
801,5,15,1589,18.0,1.0,7,Round 7,18.0,15.0,123,17.0,6.0,108,18.0,15,0,0,
803,5,15,1590,15.0,12.0,7,Round 7,11.0,9.0,75,11.0,16.0,82,12.0,7,0,0,
804,5,3,1590,13.0,2.0,7,Round 7,21.0,10.0,136,7.0,17.0,59,13.0,77,0,0,
805,5,3,1595,1.0,8.0,8,Round 8,11.0,6.0,72,13.0,20.0,98,8.0,26,0,0,
806,5,15,1596,5.0,12.0,8,Round 8,8.0,12.0,60,10.0,14.0,74,12.0,14,0,0,
809,5,26,1596,10.0,6.0,8,Round 8,17.0,14.0,116,11.0,9.0,75,10.0,41,0,0,
810,5,22,1596,7.0,9.0,8,Round 8,22.0,17.0,149,9.0,4.0,58,7.0,91,0,0,
812,5,24,1596,2.0,4.0,8,Round 8,10.0,5.0,65,20.0,23.0,143,4.0,78,0,0,
811,5,12,1596,14.0,16.0,8,Round 8,14.0,17.0,101,15.0,10.0,100,14.0,1,0,0,
813,5,15,1597,3.0,13.0,8,Round 8,14.0,9.0,93,13.0,13.0,91,3.0,2,0,0,
815,5,21,1597,17.0,15.0,8,Round 8,20.0,12.0,132,3.0,11.0,29,17.0,103,0,0,
814,5,12,1597,11.0,18.0,8,Round 8,12.0,10.0,82,17.0,12.0,114,18.0,32,0,0,
816,5,12,1602,10.0,16.0,9,Round 9,7.0,13.0,55,10.0,9.0,69,16.0,14,0,0,
817,5,12,1603,4.0,8.0,9,Round 9,16.0,8.0,104,11.0,14.0,80,4.0,24,0,0,
818,5,7,1603,9.0,1.0,9,Round 9,11.0,8.0,74,22.0,17.0,149,1.0,75,0,0,
819,5,3,1603,13.0,17.0,9,Round 9,13.0,8.0,86,14.0,10.0,94,17.0,8,0,0,
821,5,21,1603,6.0,14.0,9,Round 9,6.0,9.0,45,11.0,17.0,83,14.0,38,0,0,
820,5,15,1603,12.0,3.0,9,Round 9,17.0,11.0,113,6.0,10.0,46,12.0,67,0,0,
822,5,12,1604,11.0,2.0,9,Round 9,19.0,17.0,131,9.0,14.0,68,11.0,63,0,0,
823,5,22,1604,7.0,18.0,9,Round 9,15.0,8.0,98,10.0,13.0,73,7.0,25,0,0,
824,5,15,1604,15.0,5.0,9,Round 9,16.0,13.0,109,9.0,9.0,63,15.0,46,0,0,
825,5,19,1609,16.0,12.0,10,Round 10,14.0,7.0,91,9.0,11.0,65,16.0,26,0,0,
838,5,25,1610,11.0,13.0,10,Round 10,10.0,16.0,76,18.0,13.0,121,13.0,45,0,0,
826,5,24,1610,2.0,10.0,10,Round 10,13.0,9.0,87,21.0,9.0,135,10.0,48,0,0,
839,5,15,1610,15.0,6.0,10,Round 10,15.0,11.0,101,10.0,7.0,67,15.0,34,0,0,
841,5,3,1610,1.0,7.0,10,Round 10,15.0,17.0,107,13.0,7.0,85,1.0,22,0,0,
840,5,12,1610,5.0,14.0,10,Round 10,10.0,7.0,67,16.0,9.0,105,14.0,38,0,0,
842,5,15,1611,3.0,8.0,10,Round 10,16.0,8.0,104,12.0,13.0,85,3.0,19,0,0,
844,5,21,1611,17.0,9.0,10,Round 10,20.0,12.0,132,7.0,13.0,55,17.0,77,0,0,
843,5,12,1611,4.0,18.0,10,Round 10,7.0,11.0,53,11.0,8.0,74,18.0,21,0,0,
845,5,5,1616,12.0,14.0,11,Round 11,18.0,16.0,124,7.0,12.0,54,12.0,70,0,0,
846,5,12,1617,10.0,11.0,11,Round 11,11.0,16.0,82,10.0,4.0,64,10.0,18,0,0,
851,5,15,1617,3.0,2.0,11,Round 11,16.0,6.0,102,9.0,10.0,64,3.0,38,0,0,
852,5,9,1617,8.0,7.0,11,Round 11,14.0,14.0,98,14.0,4.0,88,8.0,10,0,0,
854,5,21,1617,6.0,5.0,11,Round 11,20.0,6.0,126,6.0,11.0,47,6.0,79,0,0,
853,5,7,1617,9.0,16.0,11,Round 11,6.0,5.0,41,11.0,13.0,79,16.0,38,0,0,
855,5,12,1618,4.0,13.0,11,Round 11,7.0,16.0,58,19.0,11.0,125,13.0,67,0,0,
856,5,15,1618,18.0,17.0,11,Round 11,12.0,11.0,83,11.0,9.0,75,18.0,8,0,0,
857,5,3,1618,1.0,15.0,11,Round 11,19.0,19.0,133,6.0,9.0,45,1.0,88,0,0,
858,5,15,1623,5.0,10.0,12,Round 12,6.0,7.0,43,23.0,13.0,151,10.0,108,0,0,
859,5,3,1624,13.0,18.0,12,Round 12,14.0,13.0,97,15.0,10.0,100,18.0,3,0,0,
860,5,24,1624,2.0,6.0,12,Round 12,9.0,10.0,64,23.0,9.0,147,6.0,83,0,0,
862,5,21,1624,17.0,1.0,12,Round 12,11.0,10.0,76,15.0,15.0,105,1.0,29,0,0,
861,5,15,1624,8.0,12.0,12,Round 12,15.0,15.0,105,12.0,2.0,74,8.0,31,0,0,
863,5,15,1625,15.0,3.0,12,Round 12,17.0,8.0,110,12.0,6.0,78,15.0,32,0,0,
864,5,12,1625,14.0,9.0,12,Round 12,17.0,12.0,114,15.0,7.0,97,14.0,17,0,0,
865,5,22,1625,7.0,16.0,12,Round 12,15.0,15.0,105,9.0,9.0,63,7.0,42,0,0,
866,5,12,1626,11.0,4.0,12,Round 12,16.0,8.0,104,8.0,10.0,58,11.0,46,0,0,
876,5,15,1630,12.0,10.0,13,Round 13,11.0,18.0,84,14.0,9.0,93,10.0,9,0,0,
877,5,24,1631,2.0,17.0,13,Round 13,12.0,10.0,82,20.0,11.0,131,17.0,49,0,0,
878,5,21,1631,6.0,13.0,13,Round 13,12.0,14.0,86,9.0,15.0,69,6.0,17,0,0,
879,5,15,1631,18.0,8.0,13,Round 13,5.0,13.0,43,16.0,4.0,100,8.0,57,0,0,
880,5,19,1632,16.0,11.0,13,Round 13,12.0,14.0,86,4.0,7.0,31,16.0,55,0,0,
881,5,15,1632,5.0,7.0,13,Round 13,12.0,18.0,90,17.0,15.0,117,7.0,27,0,0,
882,5,3,1636,1.0,12.0,14,Round 14,12.0,28.0,100,10.0,7.0,67,1.0,33,0,0,
883,5,12,1637,4.0,6.0,14,Round 14,12.0,13.0,85,5.0,7.0,37,4.0,48,0,0,
884,5,12,1638,14.0,2.0,14,Round 14,17.0,15.0,117,11.0,9.0,75,14.0,42,0,0,
885,5,22,1638,7.0,3.0,14,Round 14,18.0,19.0,127,9.0,11.0,65,7.0,62,0,0,
886,5,15,1638,15.0,8.0,14,Round 14,14.0,9.0,93,13.0,12.0,90,15.0,3,0,0,
896,5,26,1639,10.0,9.0,14,Round 14,12.0,14.0,86,8.0,12.0,60,10.0,26,0,0,
897,5,21,1643,17.0,5.0,15,Round 15,20.0,10.0,130,7.0,10.0,52,17.0,78,0,0,
898,5,3,1644,13.0,14.0,15,Round 15,14.0,10.0,94,8.0,8.0,56,13.0,38,0,0,
899,5,7,1645,9.0,15.0,15,Round 15,15.0,18.0,108,8.0,20.0,68,9.0,40,0,0,
900,5,19,1645,16.0,18.0,15,Round 15,11.0,13.0,79,13.0,5.0,83,18.0,4,0,0,
901,5,12,1645,3.0,4.0,15,Round 15,6.0,9.0,45,8.0,9.0,57,4.0,12,0,0,
902,5,12,1646,11.0,1.0,15,Round 15,15.0,8.0,98,18.0,12.0,120,1.0,22,0,0,
903,5,3,1650,13.0,10.0,16,Round 16,12.0,7.0,79,15.0,11.0,101,10.0,22,0,0,
904,5,9,1651,8.0,16.0,16,Round 16,9.0,6.0,60,15.0,8.0,98,16.0,38,0,0,
905,5,22,1652,7.0,4.0,16,Round 16,14.0,9.0,93,19.0,11.0,125,4.0,32,0,0,
906,5,7,1652,9.0,2.0,16,Round 16,22.0,7.0,139,17.0,11.0,113,9.0,26,0,0,
918,5,23,1652,11.0,6.0,16,Round 16,12.0,15.0,87,8.0,7.0,55,11.0,32,0,0,
917,5,15,1652,18.0,14.0,16,Round 16,12.0,13.0,85,11.0,9.0,75,18.0,10,0,0,
919,5,12,1653,3.0,1.0,16,Round 16,7.0,5.0,47,16.0,11.0,107,1.0,60,0,0,
920,5,21,1653,17.0,12.0,16,Round 16,16.0,8.0,104,11.0,6.0,72,17.0,32,0,0,
921,5,15,1653,5.0,15.0,16,Round 16,14.0,14.0,98,17.0,7.0,109,15.0,11,0,0,
